方法,资料,企业编号,来源组,余额走势,预测日期,预测内容,实际余额_cny,预测余额_cny,预测下限_cny,预测上限_cny,绝对误差_cny,实际余额是否落在范围内,范围宽度占预测日余额比例,漏出范围扣分
直方图梯度提升树,每天余额收入支出及用途,v2_t17_contract_r04,autonomous_family_T17_inventory_rebuild_then_runoff,长期U型/后段反弹,2025-05-09,以后10个银行营业日的日均余额,2981011.04,3329191.428740458,2641404.8558307397,4016978.0016501765,348180.38874045806,1,0.437877359527551,0.437877359527551
直方图梯度提升树,每天余额收入支出及用途,v2_t17_contract_r04,autonomous_family_T17_inventory_rebuild_then_runoff,长期U型/后段反弹,2025-05-09,以后30个银行营业日的日均余额,3166600.781333333,3467631.1537452857,2699309.284111904,4235953.023378667,301030.3724119528,1,0.48914992643582433,0.48914992643582433
直方图梯度提升树,每天余额收入支出及用途,v2_t18_contract_r01,autonomous_family_T18_two_wave_tender,冲高回落,2025-05-03,下一银行营业日的日末余额,2811590.89,2812320.441200067,2411267.2016293993,3213373.6807707343,729.5512000666931,1,0.2852856302793523,0.2852856302793523
直方图梯度提升树,每天余额收入支出及用途,v2_t18_contract_r01,autonomous_family_T18_two_wave_tender,冲高回落,2025-05-03,以后10个银行营业日的日均余额,2652485.089,2754479.4718258423,2138913.4743333836,3370045.469318301,101994.38282584213,1,0.4378773595275511,0.4378773595275511
直方图梯度提升树,每天余额收入支出及用途,v2_t18_contract_r01,autonomous_family_T18_two_wave_tender,冲高回落,2025-05-03,以后30个银行营业日的日均余额,2583364.473333333,3100863.53232833,2413218.793822763,3788508.270833897,517499.0589949968,1,0.48914992643582433,0.48914992643582433
直方图梯度提升树,每天余额收入支出及用途,v2_t19_contract_r00,autonomous_family_T19_maintenance_upgrade_cycle,冲高回落,2025-05-09,下一银行营业日的日末余额,2988104.5,3045728.0712874355,2615046.469761255,3476409.6728136158,57623.57128743548,1,0.28528563027935244,0.28528563027935244
直方图梯度提升树,每天余额收入支出及用途,v2_t19_contract_r00,autonomous_family_T19_maintenance_upgrade_cycle,冲高回落,2025-05-09,以后10个银行营业日的日均余额,2970513.552,2873708.5753886257,2212666.7896922445,3534750.361085007,96804.97661137441,1,0.4378773595275511,0.4378773595275511
直方图梯度提升树,每天余额收入支出及用途,v2_t19_contract_r00,autonomous_family_T19_maintenance_upgrade_cycle,冲高回落,2025-05-09,以后30个银行营业日的日均余额,2952949.2916666665,2917357.8579540993,2178912.414706546,3655803.3012016527,35591.4337125672,1,0.4891499264358243,0.4891499264358243
直方图梯度提升树,每天余额收入支出及用途,v2_t20_contract_r03,autonomous_family_T20_channel_launch_and_consolidation,长期上升,2025-05-10,下一银行营业日的日末余额,3690945.71,3687406.0200455743,3149758.59412127,4225053.445969879,3539.689954425674,1,0.2852856302793522,0.2852856302793522
直方图梯度提升树,每天余额收入支出及用途,v2_t20_contract_r03,autonomous_family_T20_channel_launch_and_consolidation,长期上升,2025-05-10,以后10个银行营业日的日均余额,3671884.6879999996,3873117.579652782,3047896.7825520243,4698338.37675354,201232.89165278245,1,0.4378773595275512,0.4378773595275512
直方图梯度提升树,每天余额收入支出及用途,v2_t20_contract_r03,autonomous_family_T20_channel_launch_and_consolidation,长期上升,2025-05-10,以后30个银行营业日的日均余额,3717492.6836666665,3818800.052407307,2896951.3123156196,4740648.792498995,101307.36874064058,1,0.48914992643582433,0.48914992643582433
直方图梯度提升树,每天余额收入支出及用途,v2_t21_contract_r02,autonomous_family_T21_alternating_bid_portfolios,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,3436391.61,3493839.1083815848,3007074.2289741994,3980603.98778897,57447.49838158488,1,0.28528563027935233,0.28528563027935233
直方图梯度提升树,每天余额收入支出及用途,v2_t21_contract_r02,autonomous_family_T21_alternating_bid_portfolios,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,3430247.619,3291458.0583667797,2544335.534540598,4038580.5821929616,138789.56063322024,1,0.43787735952755114,0.43787735952755114
直方图梯度提升树,每天余额收入支出及用途,v2_t21_contract_r02,autonomous_family_T21_alternating_bid_portfolios,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,3453279.4,3406472.9008597867,2571867.22962245,4241078.572097124,46806.499140213244,1,0.4891499264358245,0.4891499264358245
直方图梯度提升树,每天余额收入支出及用途,v2_t22_contract_r02,autonomous_family_T22_service_and_rollout_rotation,长期波动或平稳,2025-05-14,下一银行营业日的日末余额,3378075.3,3544978.1131608146,3052846.2108216817,4037110.0154999476,166902.8131608148,1,0.2852856302793524,0.2852856302793524
直方图梯度提升树,每天余额收入支出及用途,v2_t22_contract_r02,autonomous_family_T22_service_and_rollout_rotation,长期波动或平稳,2025-05-14,以后10个银行营业日的日均余额,3500898.6149999998,3414367.781394201,2659007.5561893126,4169728.006599089,86530.83360579889,1,0.4378773595275509,0.4378773595275509
直方图梯度提升树,每天余额收入支出及用途,v2_t22_contract_r02,autonomous_family_T22_service_and_rollout_rotation,长期波动或平稳,2025-05-14,以后30个银行营业日的日均余额,3550169.6330000004,3556082.8727465724,2712274.919327434,4399890.826165711,5913.239746571984,1,0.4891499264358245,0.4891499264358245
直方图梯度提升树,每天余额收入支出及用途,v2_t23_contract_r02,autonomous_family_T23_repair_shutdown_recovery,长期U型/后段反弹,2025-05-15,下一银行营业日的日末余额,3588200.37,3713268.463670205,3199954.8550104657,4226582.072329944,125068.09367020475,1,0.28528563027935244,0.28528563027935244
直方图梯度提升树,每天余额收入支出及用途,v2_t23_contract_r02,autonomous_family_T23_repair_shutdown_recovery,长期U型/后段反弹,2025-05-15,以后10个银行营业日的日均余额,3557274.057,3591483.0946862516,2803611.6293432848,4379354.560029218,34209.03768625157,1,0.43787735952755097,0.43787735952755097
直方图梯度提升树,每天余额收入支出及用途,v2_t23_contract_r02,autonomous_family_T23_repair_shutdown_recovery,长期U型/后段反弹,2025-05-15,以后30个银行营业日的日均余额,3462019.317666667,3412803.4039304378,2532677.357383496,4292929.450477379,49215.9137362293,1,0.4891499264358243,0.4891499264358243
直方图梯度提升树,每天余额收入支出及用途,v2_t24_contract_r04,autonomous_family_T24_channel_drawdown_restock,冲高回落,2025-05-14,下一银行营业日的日末余额,3160729.49,3259430.289921956,2808574.937573363,3710285.642270549,98700.79992195591,1,0.2852856302793524,0.2852856302793524
直方图梯度提升树,每天余额收入支出及用途,v2_t24_contract_r04,autonomous_family_T24_channel_drawdown_restock,冲高回落,2025-05-14,以后10个银行营业日的日均余额,3086394.7160000005,3135433.7028567675,2443427.761225736,3827439.644487799,49038.98685676698,1,0.43787735952755114,0.43787735952755114
直方图梯度提升树,每天余额收入支出及用途,v2_t24_contract_r04,autonomous_family_T24_channel_drawdown_restock,冲高回落,2025-05-14,以后30个银行营业日的日均余额,2855687.7669999995,3433968.120071406,2660932.8213128857,4207003.418829926,578280.3530714065,1,0.4891499264358243,0.4891499264358243
LSTM,每天余额收入支出及用途,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,下一银行营业日的日末余额,4558638.55,4555790.5954447,4391201.827196748,4720379.3636926515,2847.9545553000644,1,0.07216800541333447,0.07216800541333447
LSTM,每天余额收入支出及用途,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,以后10个银行营业日的日均余额,4752485.302,4572993.700749486,3617750.392593815,5528237.0089051565,179491.6012505144,1,0.4188499918182472,0.4188499918182472
LSTM,每天余额收入支出及用途,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,以后30个银行营业日的日均余额,4706828.721,4663588.3765837,3338137.6339288587,5989039.119238541,43240.344416299835,1,0.5811765735248656,0.5811765735248656
LSTM,每天余额收入支出及用途,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4594860.55,4456731.515510493,4296056.1713815285,4617406.859639457,138129.03448950686,1,0.07216800541333418,0.07216800541333418
LSTM,每天余额收入支出及用途,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4721474.532,4486478.047044735,3553947.5414783964,5419008.552611074,234996.48495526426,1,0.4188499918182471,0.4188499918182471
LSTM,每天余额收入支出及用途,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4577100.312000001,4504109.945344282,3210174.4206478125,5798045.470040752,72990.36665571854,1,0.5811765735248656,0.5811765735248656
LSTM,每天余额收入支出及用途,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4109222.02,4163823.8571361783,4015546.678644202,4312101.035628155,54601.83713617828,1,0.07216800541333435,0.07216800541333435
LSTM,每天余额收入支出及用途,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4454201.687,4171610.6182555114,3311036.8135273308,5032184.422983692,282591.0687444885,1,0.4188499918182472,0.4188499918182472
LSTM,每天余额收入支出及用途,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4377408.238666667,4192124.6797205657,2998032.893002302,5386216.46643883,185283.558946101,1,0.5811765735248658,0.5811765735248658
LSTM,每天余额收入支出及用途,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4677206.01,4674024.28137271,4505251.967048231,4842796.59569719,3181.7286272896454,1,0.07216800541333417,0.07216800541333417
LSTM,每天余额收入支出及用途,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4979983.934,4702327.760162716,3722803.9106523376,5681851.609673094,277656.17383728456,1,0.41884999181824717,0.41884999181824717
LSTM,每天余额收入支出及用途,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,5078247.851333333,4756308.717604628,3397167.436323773,6115449.998885483,321939.13372870535,1,0.5811765735248658,0.5811765735248658
LSTM,每天余额收入支出及用途,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1606814.4,1604911.2992526938,1546931.004093982,1662891.5944114055,1903.1007473061327,1,0.07216800541333428,0.07216800541333428
LSTM,每天余额收入支出及用途,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1530061.5620000002,1612074.9561649207,1275567.8570182,1948582.0553116414,82013.39416492055,1,0.418849991818247,0.418849991818247
LSTM,每天余额收入支出及用途,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1594766.3123333333,1641003.2006232291,1174081.7569820227,2107924.6442644354,46236.88828989584,1,0.5811765735248656,0.5811765735248656
LSTM,每天余额收入支出及用途,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1243456.79,1249542.175439035,1204597.0353737324,1294487.3155043377,6085.385439035017,1,0.07216800541333437,0.07216800541333437
LSTM,每天余额收入支出及用途,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1355350.6120000002,1256209.3566834163,995355.929450638,1517062.7839161945,99141.2553165839,1,0.418849991818247,0.418849991818247
LSTM,每天余额收入支出及用途,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1483857.2696666666,1253844.945973558,891896.9837132433,1615792.9082338726,230012.32369310874,1,0.5811765735248658,0.5811765735248658
LSTM,每天余额收入支出及用途,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1805120.55,1805592.200011989,1740545.938329978,1870638.4616940003,471.6500119890552,1,0.0721680054133344,0.0721680054133344
LSTM,每天余额收入支出及用途,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1770565.19,1809686.3855953575,1432169.7005037118,2187203.0706870034,39121.19559535757,1,0.41884999181824717,0.41884999181824717
LSTM,每天余额收入支出及用途,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1725552.5713333334,1848781.5517874444,1324957.1330794813,2372605.9704954075,123228.980454111,1,0.5811765735248656,0.5811765735248656
LSTM,每天余额收入支出及用途,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1599206.17,1600279.9781921145,1542500.3782872169,1658059.5780970121,1073.8081921145786,1,0.07216800541333437,0.07216800541333437
LSTM,每天余额收入支出及用途,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1680389.765,1610603.7706234343,1275261.4702672106,1945946.070979658,69785.99437656556,1,0.41884999181824695,0.41884999181824695
LSTM,每天余额收入支出及用途,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1958517.9303333333,1621110.0203032384,1155804.796748293,2086415.2438581837,337407.9100300949,1,0.5811765735248656,0.5811765735248656
LSTM,每天余额收入支出及用途,business_102_a1_s_tight_t03,F-TM6-A1-03,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,250777.23,258664.90556641176,222580.9028597446,294748.9082730789,7887.675566411752,1,0.07216800541333432,0.07216800541333432
LSTM,每天余额收入支出及用途,business_102_a1_s_tight_t03,F-TM6-A1-03,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,233456.53900000002,262340.5315181252,52915.53560900164,471765.5274272488,28883.99251812519,1,0.4188499918182471,0.4188499918182471
LSTM,每天余额收入支出及用途,business_102_a1_s_tight_t03,F-TM6-A1-03,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,272442.012,274106.76279896405,-16481.523963468848,564695.0495613969,1664.750798964058,1,0.5811765735248657,0.5811765735248657
LSTM,每天余额收入支出及用途,business_102_a1_s_tight_t04,F-TM6-A1-04,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,155049.09,159278.3661118252,123194.36340515802,195362.36881849237,4229.276111825195,1,0.07216800541333435,0.07216800541333435
LSTM,每天余额收入支出及用途,business_102_a1_s_tight_t04,F-TM6-A1-04,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,207579.537,170625.60445020738,-38799.39145891619,380050.60035933094,36953.93254979263,1,0.4188499918182471,0.4188499918182471
LSTM,每天余额收入支出及用途,business_102_a1_s_tight_t04,F-TM6-A1-04,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,264717.658,178950.56604443392,-111637.72071799898,469538.8528068668,85767.09195556608,1,0.5811765735248657,0.5811765735248657
LSTM,每天余额收入支出及用途,business_102_a2_l_abundant_t07,F-SHAPE-A2-L-07,长期波动或平稳,2025-05-12,下一银行营业日的日末余额,6131410.67,6139382.423738681,5918136.584526713,6360628.262950649,7971.753738680854,1,0.07216800541333428,0.07216800541333428
LSTM,每天余额收入支出及用途,business_102_a2_l_abundant_t07,F-SHAPE-A2-L-07,长期波动或平稳,2025-05-12,以后10个银行营业日的日均余额,5923863.907,6197240.55476225,4913169.900280343,7481311.209244156,273376.64776225016,1,0.4188499918182471,0.4188499918182471
LSTM,每天余额收入支出及用途,business_102_a2_l_abundant_t07,F-SHAPE-A2-L-07,长期波动或平稳,2025-05-12,以后30个银行营业日的日均余额,5916247.053666668,6259309.62680223,4477593.504770029,8041025.748834431,343062.57313556224,1,0.5811765735248658,0.5811765735248658
LSTM,每天余额收入支出及用途,business_102_a2_l_abundant_t08,F-SHAPE-A2-L-08,冲高回落,2025-05-12,下一银行营业日的日末余额,5038193.37,5108552.402107745,4924530.6912680855,5292574.112947405,70359.0321077453,1,0.07216800541333439,0.07216800541333439
LSTM,每天余额收入支出及用途,business_102_a2_l_abundant_t08,F-SHAPE-A2-L-08,冲高回落,2025-05-12,以后10个银行营业日的日均余额,5373526.897,5116409.956843341,4048381.3804940507,6184438.533192631,257116.9401566591,1,0.4188499918182471,0.4188499918182471
LSTM,每天余额收入支出及用途,business_102_a2_l_abundant_t08,F-SHAPE-A2-L-08,冲高回落,2025-05-12,以后30个银行营业日的日均余额,5224269.589,5183827.837320302,3701881.554512043,6665774.120128561,40441.751679698005,1,0.5811765735248658,0.5811765735248658
LSTM,每天余额收入支出及用途,business_102_a2_l_abundant_t09,F-SHAPE-A2-L-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,6612608.93,6547371.816596714,6310725.17852849,6784018.454664938,65237.11340328585,1,0.07216800541333428,0.07216800541333428
LSTM,每天余额收入支出及用途,business_102_a2_l_abundant_t09,F-SHAPE-A2-L-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,6482640.165999999,6609722.71438122,5236268.621379816,7983176.807382624,127082.54838122055,1,0.41884999181824706,0.41884999181824706
LSTM,每天余额收入支出及用途,business_102_a2_l_abundant_t09,F-SHAPE-A2-L-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,6281551.761333332,6591524.83467448,4685784.452063629,8497265.217285331,309973.073341148,1,0.5811765735248656,0.5811765735248656
LSTM,每天余额收入支出及用途,business_102_a2_l_abundant_t10,F-SHAPE-A2-L-10,长期波动或平稳,2025-05-12,下一银行营业日的日末余额,6525610.45,6534815.5573092,6299345.412168745,6770285.702449655,9205.10730919987,1,0.0721680054133342,0.0721680054133342
LSTM,每天余额收入支出及用途,business_102_a2_l_abundant_t10,F-SHAPE-A2-L-10,长期波动或平稳,2025-05-12,以后10个银行营业日的日均余额,6459524.471,6548253.8592377985,5181627.917442014,7914879.801033583,88729.38823779859,1,0.4188499918182471,0.4188499918182471
LSTM,每天余额收入支出及用途,business_102_a2_l_abundant_t10,F-SHAPE-A2-L-10,长期波动或平稳,2025-05-12,以后30个银行营业日的日均余额,6089605.268666668,6647946.307290874,4751680.346546346,8544212.268035403,558341.0386242066,1,0.5811765735248655,0.5811765735248655
LSTM,每天余额收入支出及用途,business_102_a2_m_tight_T04,F-TERRA-TIGHT-A2-04,长期上升,2025-05-12,下一银行营业日的日末余额,1407984.76,1346923.54863859,1298788.5545884958,1395058.542688684,61061.211361410096,0,0.07216800541333447,0.16906833118528308
LSTM,每天余额收入支出及用途,business_102_a2_m_tight_T04,F-TERRA-TIGHT-A2-04,长期上升,2025-05-12,以后10个银行营业日的日均余额,1422020.859,1348625.3873871553,1069258.6271645138,1627992.1476097968,73395.47161284462,1,0.41884999181824695,0.41884999181824695
LSTM,每天余额收入支出及用途,business_102_a2_m_tight_T04,F-TERRA-TIGHT-A2-04,长期上升,2025-05-12,以后30个银行营业日的日均余额,1268306.0183333335,1371562.8580558682,983926.6645868908,1759199.0515248454,103256.83972253464,1,0.5811765735248656,0.5811765735248656
LSTM,每天余额收入支出及用途,business_102_a2_s_abundant_t07,F-SHAPE-A2-S-07,长期下降,2025-05-12,下一银行营业日的日末余额,855829.29,811351.9599172364,775267.9572105692,847435.9626239035,44477.330082763685,0,0.07216800541333435,0.15610127917429945
LSTM,每天余额收入支出及用途,business_102_a2_s_abundant_t07,F-SHAPE-A2-S-07,长期下降,2025-05-12,以后10个银行营业日的日均余额,874072.5629999998,820398.3682622062,610973.3723530826,1029823.3641713298,53674.194737793645,1,0.4188499918182471,0.4188499918182471
LSTM,每天余额收入支出及用途,business_102_a2_s_abundant_t07,F-SHAPE-A2-S-07,长期下降,2025-05-12,以后30个银行营业日的日均余额,941209.0216666665,823836.1052011212,533247.8184386883,1114424.391963554,117372.9164655453,1,0.5811765735248657,0.5811765735248657
LSTM,每天余额收入支出及用途,business_102_a2_s_abundant_t08,F-SHAPE-A2-S-08,长期下降,2025-05-12,下一银行营业日的日末余额,1073831.07,1114467.856242529,1074192.8824540963,1154742.8300309614,40636.78624252882,0,0.0721680054133342,0.0754096317497033
LSTM,每天余额收入支出及用途,business_102_a2_s_abundant_t08,F-SHAPE-A2-S-08,长期下降,2025-05-12,以后10个银行营业日的日均余额,1088786.629,1118469.6388569344,884721.008211695,1352218.2695021736,29683.009856934426,1,0.41884999181824706,0.41884999181824706
LSTM,每天余额收入支出及用途,business_102_a2_s_abundant_t08,F-SHAPE-A2-S-08,长期下降,2025-05-12,以后30个银行营业日的日均余额,1088779.5933333335,1138245.6167546422,813906.9970144297,1462584.2364948548,49466.023421308724,1,0.5811765735248656,0.5811765735248656
LSTM,每天余额收入支出及用途,business_102_a2_s_abundant_t09,F-SHAPE-A2-S-09,冲高回落,2025-05-12,下一银行营业日的日末余额,1216899.67,1213006.9235291216,1169096.3125430993,1256917.5345151438,3892.7464708783664,1,0.07216800541333417,0.07216800541333417
LSTM,每天余额收入支出及用途,business_102_a2_s_abundant_t09,F-SHAPE-A2-S-09,冲高回落,2025-05-12,以后10个银行营业日的日均余额,1209843.4379999998,1221835.7976868602,966986.5892752964,1476685.006098424,11992.359686860349,1,0.41884999181824717,0.41884999181824717
LSTM,每天余额收入支出及用途,business_102_a2_s_abundant_t09,F-SHAPE-A2-S-09,冲高回落,2025-05-12,以后30个银行营业日的日均余额,1107482.2953333333,1237335.7146796254,883718.9244125555,1590952.5049466952,129853.41934629204,1,0.5811765735248656,0.5811765735248656
LSTM,每天余额收入支出及用途,business_102_a2_s_abundant_t10,F-SHAPE-A2-S-10,长期下降,2025-05-12,下一银行营业日的日末余额,1212486.29,1213447.4229132289,1169696.064343072,1257198.7814833857,961.1329132288229,1,0.07216800541333436,0.07216800541333436
LSTM,每天余额收入支出及用途,business_102_a2_s_abundant_t10,F-SHAPE-A2-S-10,长期下降,2025-05-12,以后10个银行营业日的日均余额,1168777.1309999998,1218048.2118111332,964123.2754880148,1471973.1481342516,49271.080811133375,1,0.4188499918182471,0.4188499918182471
LSTM,每天余额收入支出及用途,business_102_a2_s_abundant_t10,F-SHAPE-A2-S-10,长期下降,2025-05-12,以后30个银行营业日的日均余额,1138108.477333333,1229997.4371426515,877663.1234086133,1582331.7508766898,91888.95980931842,1,0.5811765735248656,0.5811765735248656
LSTM,每天余额收入支出及用途,business_102_b1_m_tight_t03,F-TM6-B1-03,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,2596998.71,2010235.0485826326,1937913.4779530992,2082556.619212166,586763.6614173674,0,0.07216800541333443,2.638916713278269
LSTM,每天余额收入支出及用途,business_102_b1_m_tight_t03,F-TM6-B1-03,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,2581989.5960000004,2025595.8003210912,1605854.543888004,2445337.0567541784,556393.7956789092,0,0.418849991818247,1.1006618707772982
LSTM,每天余额收入支出及用途,business_102_b1_m_tight_t03,F-TM6-B1-03,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,2646950.7956666662,2078905.765330012,1496492.5148919914,2661319.0157680325,568045.0303366543,1,0.5811765735248656,0.5811765735248656
LSTM,每天余额收入支出及用途,business_102_b1_m_tight_t04,F-TM6-B1-04,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,924346.24,759624.3509846284,723540.3482779613,795708.3536912956,164721.88901537156,0,0.07216800541333435,1.3585468685003779
LSTM,每天余额收入支出及用途,business_102_b1_m_tight_t04,F-TM6-B1-04,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,728773.352,777662.0489989145,568237.053089791,987087.0449080381,48888.69699891459,1,0.4188499918182471,0.4188499918182471
LSTM,每天余额收入支出及用途,business_102_b1_m_tight_t04,F-TM6-B1-04,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1218487.275,803544.419162919,512956.13240048615,1094132.705925352,414942.85583708086,0,0.5811765735248657,1.8247222642713454
LSTM,每天余额收入支出及用途,business_102_c3_s_tight_t03,F-TM6-C3-03,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,386366.04,405024.9806299999,368940.9779233327,441108.98333666706,18658.94062999991,1,0.07216800541333435,0.07216800541333435
LSTM,每天余额收入支出及用途,business_102_c3_s_tight_t03,F-TM6-C3-03,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,426481.70100000006,413342.74186358374,203917.74595446017,622767.7377727074,13138.95913641632,1,0.41884999181824717,0.41884999181824717
LSTM,每天余额收入支出及用途,business_102_c3_s_tight_t03,F-TM6-C3-03,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,419231.3583333334,425843.5128853548,135255.22612292191,716431.7996477877,6612.154552021413,1,0.5811765735248657,0.5811765735248657
LSTM,每天余额收入支出及用途,business_102_c3_s_tight_t04,F-TM6-C3-04,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,357275.25,358190.52651620505,322106.5238095379,394274.5292228722,915.2765162050491,1,0.07216800541333435,0.07216800541333435
LSTM,每天余额收入支出及用途,business_102_c3_s_tight_t04,F-TM6-C3-04,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,408303.936,374168.22356781294,164743.22765868937,583593.2194769365,34135.71243218705,1,0.4188499918182471,0.4188499918182471
LSTM,每天余额收入支出及用途,business_102_c3_s_tight_t04,F-TM6-C3-04,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,442151.146,380283.285097139,89694.99833470612,670871.5718595718,61867.86090286099,1,0.5811765735248657,0.5811765735248657
LSTM,每天余额收入支出及用途,business_102_d1_s_abundant_t07,F-SHAPE-D1-S-07,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1726812.59,1795694.0424750422,1731393.4585131644,1859994.62643692,68881.45247504208,0,0.07216800541333436,0.09787478156421794
LSTM,每天余额收入支出及用途,business_102_d1_s_abundant_t07,F-SHAPE-D1-S-07,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1688333.1069999996,1784483.2195081618,1411294.3124282279,2157672.126588096,96150.11250816216,1,0.4188499918182473,0.4188499918182473
LSTM,每天余额收入支出及用途,business_102_d1_s_abundant_t07,F-SHAPE-D1-S-07,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1825505.1793333332,1783370.875738406,1265551.4785058028,2301190.2729710094,42134.30359492707,1,0.5811765735248658,0.5811765735248658
LSTM,每天余额收入支出及用途,business_102_d1_s_abundant_t08,F-SHAPE-D1-S-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1813905.62,1824885.166737647,1759432.1914359282,1890338.1420393658,10979.546737646917,1,0.07216800541333435,0.07216800541333435
LSTM,每天余额收入支出及用途,business_102_d1_s_abundant_t08,F-SHAPE-D1-S-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1784458.1380000003,1819318.9021813362,1439441.7251332998,2199196.0792293726,34860.76418133592,1,0.4188499918182472,0.4188499918182472
LSTM,每天余额收入支出及用途,business_102_d1_s_abundant_t08,F-SHAPE-D1-S-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1814227.63,1842422.3767695196,1315322.650304971,2369522.1032340685,28194.746769519756,1,0.5811765735248658,0.5811765735248658
LSTM,每天余额收入支出及用途,business_102_d1_s_abundant_t09,F-SHAPE-D1-S-09,长期波动或平稳,2025-05-12,下一银行营业日的日末余额,1051212.17,1052978.5333123284,1015046.590524767,1090910.47609989,1766.3633123284671,1,0.07216800541333442,0.07216800541333442
