方法,资料,企业编号,来源组,余额走势,预测日期,预测内容,实际余额_cny,预测余额_cny,预测下限_cny,预测上限_cny,绝对误差_cny,实际余额是否落在范围内,范围宽度占预测日余额比例,漏出范围扣分
余额保持法,每天余额收入支出及用途,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4377408.238666667,4109222.02,3897007.780111705,4321436.259888295,268186.21866666665,0,0.10328682113325922,0.2394974675912756
余额保持法,每天余额收入支出及用途,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4677206.01,4677206.01,4595402.265286144,4759009.754713856,0.0,1,0.034979748396353365,0.034979748396353365
余额保持法,每天余额收入支出及用途,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4979983.934,4677206.01,4522272.563524575,4832139.456475425,302777.9240000006,0,0.06625042649144497,0.38234614091685204
余额保持法,每天余额收入支出及用途,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,5078247.851333333,4677206.01,4435659.139720863,4918752.880279137,401041.8413333334,0,0.10328682113325903,0.44429162338740724
余额保持法,每天余额收入支出及用途,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1606814.4,1606814.4,1578711.4182841813,1634917.3817158185,0.0,1,0.034979748396353226,0.034979748396353226
余额保持法,每天余额收入支出及用途,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1530061.5620000002,1606814.4,1553588.3303537022,1660040.4696462976,76752.83799999976,0,0.0662504264914451,0.21266913143771665
余额保持法,每天余额收入支出及用途,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1594766.3123333333,1606814.4,1523833.0242364274,1689795.7757635724,12048.0876666666,1,0.1032868211332591,0.1032868211332591
余额保持法,每天余额收入支出及用途,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1243456.79,1245569.69,1223784.832816838,1267354.5471831618,2112.899999999907,1,0.0349797483963533,0.0349797483963533
余额保持法,每天余额收入支出及用途,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1355350.6120000002,1245569.69,1204309.9284063415,1286829.4515936584,109780.92200000025,0,0.06625042649144501,0.6163694680550027
余额保持法,每天余额收入支出及用途,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1483857.2696666666,1245569.69,1181244.2231099803,1309895.1568900195,238287.5796666667,0,0.10328682113325927,1.4999337865603568
余额保持法,每天余额收入支出及用途,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1805120.55,1802634.32,1771106.4725178843,1834162.1674821158,2486.2299999999814,1,0.034979748396353316,0.034979748396353316
余额保持法,每天余额收入支出及用途,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1770565.19,1802634.32,1742921.673745942,1862346.966254058,32069.13000000012,1,0.06625042649144502,0.06625042649144502
余额保持法,每天余额收入支出及用途,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1725552.5713333334,1802634.32,1709540.135710743,1895728.504289257,77081.74866666668,1,0.10328682113325906,0.10328682113325906
余额保持法,每天余额收入支出及用途,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1599206.17,1601252.51,1573246.8050405856,1629258.2149594144,2046.3400000000838,1,0.034979748396353094,0.034979748396353094
余额保持法,每天余额收入支出及用途,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1680389.765,1601252.51,1548210.6791460016,1654294.3408539984,79137.25499999989,0,0.06625042649144504,0.2292192523514055
余额保持法,每天余额收入支出及用途,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1958517.9303333333,1601252.51,1518558.3692052239,1683946.6507947762,357265.4203333333,0,0.10328682113325917,1.818014996882112
近期趋势延续法,每天余额收入支出及用途,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,下一银行营业日的日末余额,4558638.55,4630884.994999999,4551883.095690666,4709886.894309333,72246.44499999937,1,0.03464033152268658,0.03464033152268658
近期趋势延续法,每天余额收入支出及用途,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,以后10个银行营业日的日均余额,4752485.302,4944166.2875,4579361.214042646,5308971.360957353,191680.9854999995,1,0.15995778324569737,0.15995778324569737
近期趋势延续法,每天余额收入支出及用途,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,以后30个银行营业日的日均余额,4706828.721,5640346.937499999,4770256.17230528,6510437.702694718,933518.2164999992,0,0.38151275886619457,0.5205694119379771
近期趋势延续法,每天余额收入支出及用途,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4594860.55,4439577.142499999,4362453.669899208,4516700.615100791,155283.40750000067,0,0.03464033152268643,0.21016964610080108
近期趋势延续法,每天余额收入支出及用途,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4721474.532,4380012.318749999,4023881.208822441,4736143.428677557,341462.21325000096,1,0.15995778324569732,0.15995778324569732
近期趋势延续法,每天余额收入支出及用途,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4577100.312000001,4247646.043749996,3398243.410694957,5097048.676805036,329454.2682500044,1,0.3815127588661943,0.3815127588661943
近期趋势延续法,每天余额收入支出及用途,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4109222.02,4068873.9475000002,3997701.5409634383,4140046.354036562,40348.07249999978,1,0.03464033152268658,0.03464033152268658
近期趋势延续法,每天余额收入支出及用途,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4454201.687,3887307.621250001,3558656.5986581976,4215958.643841804,566894.0657499991,0,0.15995778324569732,0.7397343005490771
近期趋势延续法,每天余额收入支出及用途,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4377408.238666667,3483826.8962500016,2699966.5814280435,4267687.21107196,893581.342416665,0,0.38151275886619435,0.6485244390837237
近期趋势延续法,每天余额收入支出及用途,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4677206.01,4717805.0175,4636795.03410685,4798815.00089315,40599.0075000003,1,0.03464033152268629,0.03464033152268629
近期趋势延续法,每天余额收入支出及用途,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4979983.934,4900500.55125,4526422.798678474,5274578.303821526,79483.3827500008,1,0.15995778324569715,0.15995778324569715
近期趋势延续法,每天余额收入支出及用途,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,5078247.851333333,5306490.626249997,4414283.741919674,6198697.51058032,228242.77491666377,1,0.38151275886619457,0.38151275886619457
近期趋势延续法,每天余额收入支出及用途,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1606814.4,1645914.9274999998,1618084.6357442865,1673745.219255713,39100.52749999985,0,0.034640331522686495,0.10478057761636453
近期趋势延续法,每天余额收入支出及用途,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1530061.5620000002,1821867.3012499996,1693356.066494367,1950378.536005632,291805.7392499994,0,0.15995778324569718,1.1762201748098189
近期趋势延续法,每天余额收入支出及用途,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1594766.3123333333,2212872.5762499995,1906362.478885035,2519382.673614964,618106.2639166662,0,0.38151275886619446,2.32072967496865
近期趋势延续法,每天余额收入支出及用途,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1243456.79,1212799.0299999998,1191225.556501895,1234372.5034981046,30657.760000000242,0,0.03464033152268636,0.10757311541128117
近期趋势延续法,每天余额收入支出及用途,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1355350.6120000002,1065331.0599999998,965711.7767547846,1164950.343245215,290019.5520000004,0,0.15995778324569732,1.6885777415138308
近期趋势延续法,每天余额收入支出及用途,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1483857.2696666666,737624.4599999993,500024.0956039941,975224.8243960044,746232.8096666674,0,0.3815127588661943,4.465045373333252
近期趋势延续法,每天余额收入支出及用途,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1805120.55,1861456.3875000002,1830234.4622705139,1892678.3127294865,56335.83750000014,0,0.03464033152268654,0.17395817314967738
近期趋势延续法,每天余额收入支出及用途,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1770565.19,2126155.69125,1981982.9963350927,2270328.3861649074,355590.5012500002,0,0.15995778324569715,1.3327847065403382
近期趋势延续法,每天余额收入支出及用途,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1725552.5713333334,2714376.36625,2370512.369924957,3058240.362575043,988823.7949166666,0,0.38151275886619423,3.959386493077709
近期趋势延续法,每天余额收入支出及用途,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1599206.17,1597676.52,1569942.5611010331,1625410.478898967,1529.6499999999069,1,0.034640331522686446,0.034640331522686446
近期趋势延续法,每天余额收入支出及用途,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1680389.765,1581584.565,1453518.1640418957,1709650.9659581042,98805.19999999995,1,0.1599577832456972,0.1599577832456972
近期趋势延续法,每天余额收入支出及用途,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1958517.9303333333,1545824.6650000003,1240375.533634241,1851273.7963657596,412693.26533333305,0,0.38151275886619446,1.0512643020976473
岭回归,每天余额收入支出及用途,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,下一银行营业日的日末余额,4558638.55,4577975.749884539,4383000.527989162,4772950.971779916,19337.19988453947,1,0.08549169556949265,0.08549169556949265
岭回归,每天余额收入支出及用途,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,以后10个银行营业日的日均余额,4752485.302,4867088.522598222,4456745.021819056,5277432.023377388,114603.22059822176,1,0.17992523001900523,0.17992523001900523
岭回归,每天余额收入支出及用途,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,以后30个银行营业日的日均余额,4706828.721,4969390.041166894,4279820.776652866,5658959.305680922,262561.32016689423,1,0.30235865389883165,0.30235865389883165
岭回归,每天余额收入支出及用途,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4594860.55,4487157.024744524,4296817.725118281,4677496.324370766,107703.52525547612,1,0.08549169556949263,0.08549169556949263
岭回归,每天余额收入支出及用途,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4721474.532,4640135.080704042,4239548.30980452,5040721.851603564,81339.4512959579,1,0.17992523001900534,0.17992523001900534
岭回归,每天余额收入支出及用途,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4577100.312000001,4710812.651100617,4037639.262320926,5383986.039880307,133712.33910061605,1,0.3023586538988316,0.3023586538988316
岭回归,每天余额收入支出及用途,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4109222.02,4254214.58513978,4078562.4061591327,4429866.764120428,144992.5651397803,1,0.08549169556949254,0.08549169556949254
岭回归,每天余额收入支出及用途,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4454201.687,3933847.3841035604,3564171.025529729,4303523.7426773915,520354.30289643956,0,0.17992523001900548,0.5466076423813543
岭回归,每天余额收入支出及用途,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4377408.238666667,3524879.3465219215,2903649.9272526023,4146108.7657912406,852528.8921447452,0,0.30235865389883176,0.8652376410882999
岭回归,每天余额收入支出及用途,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4677206.01,4660194.637291889,4460263.501130529,4860125.773453249,17011.37270811107,1,0.08549169556949233,0.08549169556949233
岭回归,每天余额收入支出及用途,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4979983.934,4851771.2047138745,4430997.521116112,5272544.888311637,128212.72928612586,1,0.17992523001900537,0.17992523001900537
岭回归,每天余额收入支出及用途,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,5078247.851333333,5001654.8908114135,4294558.034215851,5708751.747406976,76592.96052191965,1,0.3023586538988317,0.3023586538988317
岭回归,每天余额收入支出及用途,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1606814.4,1580200.7448672156,1511516.1011064772,1648885.388627954,26613.655132784275,1,0.08549169556949257,0.08549169556949257
岭回归,每天余额收入支出及用途,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1530061.5620000002,1643321.1950047223,1498767.9697457973,1787874.4202636473,113259.63300472219,1,0.17992523001900532,0.17992523001900532
岭回归,每天余额收入支出及用途,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1594766.3123333333,1649555.5055021634,1406638.3859775339,1892472.625026793,54789.19316883013,1,0.3023586538988318,0.3023586538988318
岭回归,每天余额收入支出及用途,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1243456.79,1267495.464075919,1214252.5317018854,1320738.3964499526,24038.67407591897,1,0.08549169556949257,0.08549169556949257
岭回归,每天余额收入支出及用途,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1355350.6120000002,1152211.0102574178,1040156.3037684422,1264265.7167463934,203139.6017425824,0,0.1799252300190053,0.911196197712566
岭回归,每天余额收入支出及用途,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1483857.2696666666,958641.537064376,770337.1496615835,1146945.9244671685,525215.7326022906,0,0.30235865389883165,3.0072361722294048
岭回归,每天余额收入支出及用途,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1805120.55,1790198.7957196475,1713143.663465368,1867253.927973927,14921.7542803525,1,0.08549169556949238,0.08549169556949238
岭回归,每天余额收入支出及用途,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1770565.19,1917113.823803757,1754944.1264706803,2079283.5211368338,146548.63380375714,1,0.17992523001900543,0.17992523001900543
岭回归,每天余额收入支出及用途,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1725552.5713333334,1973140.934020741,1700619.890787223,2245661.977254259,247588.36268740753,1,0.3023586538988318,0.3023586538988318
岭回归,每天余额收入支出及用途,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1599206.17,1591894.3651150088,1523447.4690576058,1660341.2611724117,7311.804884991143,1,0.0854916955694926,0.0854916955694926
岭回归,每天余额收入支出及用途,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1680389.765,1644609.222382658,1500556.3592925281,1788662.0854727877,35780.54261734197,1,0.17992523001900532,0.17992523001900532
岭回归,每天余额收入支出及用途,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1958517.9303333333,1686665.2736047083,1444588.9968668455,1928741.550342571,271852.65672862506,0,0.30235865389883165,0.4883154583678678
XGBoost,每天余额收入支出及用途,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,下一银行营业日的日末余额,4558638.55,4573531.304807941,4506019.69482588,4641042.914790003,14892.754807941616,1,0.029602130731718086,0.029602130731718086
XGBoost,每天余额收入支出及用途,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,以后10个银行营业日的日均余额,4752485.302,4659427.322707595,4544019.514213049,4774835.131202142,93057.97929240484,1,0.050603400443633526,0.050603400443633526
XGBoost,每天余额收入支出及用途,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,以后30个银行营业日的日均余额,4706828.721,4606100.423880386,4415374.5369907925,4796826.31076998,100728.29711961374,1,0.0836284698162112,0.0836284698162112
XGBoost,每天余额收入支出及用途,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4594860.55,4464786.534993441,4398880.147321674,4530692.922665208,130074.01500655897,0,0.029602130731717895,0.17370792686249156
XGBoost,每天余额收入支出及用途,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4721474.532,4548640.204853482,4435976.445701364,4661303.964005599,172834.32714651804,0,0.05060340044363328,0.18573271665215926
XGBoost,每天余额收入支出及用途,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4577100.312000001,4496581.2587200245,4310390.257739197,4682772.2597008515,80519.05327997636,1,0.08362846981621108,0.08362846981621108
XGBoost,每天余额收入支出及用途,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4109222.02,4120270.9324613297,4059450.068740483,4181091.7961821766,11048.912461329717,1,0.02960213073171784,0.02960213073171784
XGBoost,每天余额收入支出及用途,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4454201.687,4197654.215132657,4093683.9114377294,4301624.5188275855,256547.47186734248,0,0.0506034004436334,0.4219076702781809
XGBoost,每天余额收入支出及用途,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4377408.238666667,4149612.285054455,3977788.310220615,4321436.259888295,227795.95361221163,0,0.08362846981621112,0.21983911627422748
XGBoost,每天余额收入支出及用途,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4677206.01,4689782.122830257,4620554.490946659,4759009.754713855,12576.112830257043,1,0.029602130731717732,0.029602130731717732
XGBoost,每天余额收入支出及用途,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4979983.934,4777861.460724942,4659520.196384243,4896202.725065642,202122.47327505797,0,0.05060340044363351,0.2297300173923668
XGBoost,每天余额收入支出及用途,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,5078247.851333333,4723179.089463394,4527605.2986476505,4918752.880279138,355068.76186993904,0,0.08362846981621133,0.4246332720703576
XGBoost,每天余额收入支出及用途,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1606814.4,1611134.816750615,1587352.2517854115,1634917.3817158183,4320.416750614997,1,0.02960213073171787,0.02960213073171787
XGBoost,每天余额收入支出及用途,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1530061.5620000002,1641393.7252034515,1600738.5889425531,1682048.8614643498,111332.16320345132,0,0.05060340044363346,0.49046146334469415
XGBoost,每天余额收入支出及用途,business_102_a1_s_abundant_t07,F-SHAPE-A1-S-07,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1594766.3123333333,1622608.0609882458,1555420.346212919,1689795.7757635724,27841.74865491246,1,0.0836284698162111,0.0836284698162111
XGBoost,每天余额收入支出及用途,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1243456.79,1248918.788783739,1230483.0303843163,1267354.5471831618,5461.998783739051,1,0.029602130731718024,0.029602130731718024
XGBoost,每天余额收入支出及用途,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1355350.6120000002,1272374.876320257,1240859.845418496,1303889.907222018,82975.73567974311,0,0.05060340044363319,0.46375334453052
XGBoost,每天余额收入支出及用途,business_102_a1_s_abundant_t08,F-SHAPE-A1-S-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1483857.2696666666,1257812.6132779433,1205730.0696658671,1309895.1568900195,226044.6563887233,0,0.0836284698162111,1.4802754352433087
XGBoost,每天余额收入支出及用途,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1805120.55,1807481.259081055,1780800.3506799943,1834162.1674821156,2360.709081054898,1,0.029602130731717805,0.029602130731717805
XGBoost,每天余额收入支出及用途,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1770565.19,1841427.7726689472,1795818.059494749,1887037.4858431455,70862.58266894729,0,0.050603400443633276,0.19069209849276947
XGBoost,每天余额收入支出及用途,business_102_a1_s_abundant_t09,F-SHAPE-A1-S-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1725552.5713333334,1820352.729379364,1744976.954469471,1895728.504289257,94800.15804603067,0,0.08362846981621103,0.1913840080339546
XGBoost,每天余额收入支出及用途,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,1599206.17,1605557.9718916586,1581857.7288239028,1629258.2149594144,6351.801891658688,1,0.029602130731718048,0.029602130731718048
XGBoost,每天余额收入支出及用途,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,1680389.765,1635712.1409792425,1595197.729991791,1676226.551966694,44677.62402075739,0,0.05060340044363326,0.07660312882692208
XGBoost,每天余额收入支出及用途,business_102_a1_s_abundant_t10,F-SHAPE-A1-S-10,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,1958517.9303333333,1616991.5021944426,1550036.353594109,1683946.6507947762,341526.42813889077,0,0.08362846981621107,1.798356645565064
ExtraTrees,每天余额收入支出及用途,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,下一银行营业日的日末余额,4558638.55,4585967.878419674,4538231.631253817,4633704.125585531,27329.328419674188,1,0.020931135098404288,0.020931135098404288
ExtraTrees,每天余额收入支出及用途,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,以后10个银行营业日的日均余额,4752485.302,4633006.322588235,4492738.063007857,4773274.582168614,119478.979411765,1,0.06150407846461133,0.06150407846461133
ExtraTrees,每天余额收入支出及用途,business_102_a1_l_abundant_t07,F-SHAPE-A1-L-07,长期上升,2025-05-12,以后30个银行营业日的日均余额,4706828.721,4608584.918470835,4448300.112121711,4768869.72481996,98243.80252916459,1,0.07028082715129534,0.07028082715129534
ExtraTrees,每天余额收入支出及用途,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4594860.55,4474534.174796973,4427932.951503021,4521135.398090926,120326.37520302646,0,0.02093113509840437,0.18650094267891276
ExtraTrees,每天余额收入支出及用途,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4721474.532,4521015.848499109,4384082.744749918,4657948.9522483,200458.68350089062,0,0.06150407846461156,0.20416798275742287
ExtraTrees,每天余额收入支出及用途,business_102_a1_l_abundant_t08,F-SHAPE-A1-L-08,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4577100.312000001,4499340.9674847,4342867.250031561,4655814.684937838,77759.34451530129,1,0.07028082715129536,0.07028082715129536
ExtraTrees,每天余额收入支出及用途,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4109222.02,4129429.4388016174,4086424.098176638,4172434.7794265966,20207.418801617343,1,0.020931135098404458,0.020931135098404458
ExtraTrees,每天余额收入支出及用途,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后10个银行营业日的日均余额,4454201.687,4168722.133990109,4042355.1772168144,4295089.090763404,285479.55300989095,0,0.061504078464611575,0.4487126436435646
ExtraTrees,每天余额收入支出及用途,business_102_a1_l_abundant_t09,F-SHAPE-A1-L-09,长期U型/后段反弹,2025-05-12,以后30个银行营业日的日均余额,4377408.238666667,4148600.1912005483,4004200.42994359,4292999.952457507,228808.04746611835,0,0.07028082715129547,0.2756926686101795
ExtraTrees,每天余额收入支出及用途,business_102_a1_l_abundant_t10,F-SHAPE-A1-L-10,长期U型/后段反弹,2025-05-12,下一银行营业日的日末余额,4677206.01,4691446.580739976,4642496.965300786,4740396.1961791655,14240.57073997613,1,0.020931135098404444,0.020931135098404444
