sample_id,图页,图中位置,日余额CSV
syn_b1_p0_235,74,7,data/samples/source_472d8dfc24fae474/account_daily_total.csv
syn_b1_p0_236,74,8,data/samples/source_5da51ac767b64c77/account_daily_total.csv
syn_b1_p0_121,75,1,data/samples/source_6962272a18ec2f1e/account_daily_total.csv
syn_b1_p0_122,75,2,data/samples/source_410ce4a03335b303/account_daily_total.csv
syn_b1_p0_123,75,3,data/samples/source_545a05230251f650/account_daily_total.csv
syn_b1_p0_124,75,4,data/samples/source_115c67c679747ff4/account_daily_total.csv
syn_b1_p0_125,75,5,data/samples/source_0327b8d78133e58b/account_daily_total.csv
syn_b1_p0_126,75,6,data/samples/source_93b84d449d7a0aef/account_daily_total.csv
syn_b1_p0_127,75,7,data/samples/source_4d762a9e4f09304a/account_daily_total.csv
syn_b1_p0_128,75,8,data/samples/source_d4b700a740b848f5/account_daily_total.csv
syn_b1_p0_129,76,1,data/samples/source_6895e150c5af204c/account_daily_total.csv
syn_b1_p0_130,76,2,data/samples/source_230ffa7cd618a4d6/account_daily_total.csv
syn_b1_p0_131,76,3,data/samples/source_f5491e67009d93f1/account_daily_total.csv
syn_b1_p0_132,76,4,data/samples/source_36d3214323de01c4/account_daily_total.csv
syn_b1_p0_133,76,5,data/samples/source_56ace912365c9aff/account_daily_total.csv
syn_b1_p0_134,76,6,data/samples/source_3f5db699b7fab18a/account_daily_total.csv
syn_b1_p0_135,76,7,data/samples/source_eb219fa986752d50/account_daily_total.csv
syn_b1_p0_136,76,8,data/samples/source_f31c4e6f687ddfc8/account_daily_total.csv
syn_b1_p0_137,77,1,data/samples/source_7510f0ae03546250/account_daily_total.csv
syn_b1_p0_138,77,2,data/samples/source_ece4f4799bfbb8d6/account_daily_total.csv
syn_b1_p0_139,77,3,data/samples/source_1b6a4571ada75fbd/account_daily_total.csv
syn_b1_p0_140,77,4,data/samples/source_497474c364cdea20/account_daily_total.csv
syn_b1_p0_141,77,5,data/samples/source_a45f410aa077b471/account_daily_total.csv
syn_b1_p0_142,77,6,data/samples/source_d4653e0da71fed75/account_daily_total.csv
syn_b1_p0_143,77,7,data/samples/source_0951e6a661a1a597/account_daily_total.csv
syn_b1_p0_144,77,8,data/samples/source_23d1d84a354c6e62/account_daily_total.csv
syn_b1_p0_145,78,1,data/samples/source_d2ef57ac9fd44df7/account_daily_total.csv
syn_b1_p0_146,78,2,data/samples/source_ac677d83877cf415/account_daily_total.csv
syn_b1_p0_147,78,3,data/samples/source_c713903781f24c41/account_daily_total.csv
syn_b1_p0_148,78,4,data/samples/source_c485d15e1d0f36a2/account_daily_total.csv
syn_b1_p0_149,78,5,data/samples/source_740dc70e01c45ba4/account_daily_total.csv
syn_b1_p0_150,78,6,data/samples/source_2810274b9fc2dfdd/account_daily_total.csv
syn_b1_p0_151,78,7,data/samples/source_ef21cf32ad6c3c6b/account_daily_total.csv
syn_b1_p0_152,78,8,data/samples/source_21bacdf794d42194/account_daily_total.csv
syn_b1_p0_153,79,1,data/samples/source_7af739f3f28beafc/account_daily_total.csv
syn_b1_p0_154,79,2,data/samples/source_811e23b95393b39c/account_daily_total.csv
syn_b1_p0_155,79,3,data/samples/source_ef50b4698891a2a2/account_daily_total.csv
syn_b1_p0_156,79,4,data/samples/source_7a50158cfccd687d/account_daily_total.csv
syn_b1_p0_157,79,5,data/samples/source_db2a62234c934624/account_daily_total.csv
syn_b1_p0_158,79,6,data/samples/source_b46ede2cfd86d283/account_daily_total.csv
syn_b1_p0_159,79,7,data/samples/source_b8f4e074b426becf/account_daily_total.csv
syn_b1_p0_160,79,8,data/samples/source_e085682ce548a1c0/account_daily_total.csv
syn_b1_p0_237,80,1,data/samples/source_fad6bac941876eee/account_daily_total.csv
syn_b1_p0_238,80,2,data/samples/source_8baed7839b99231c/account_daily_total.csv
syn_b1_p0_239,80,3,data/samples/source_1d265345d2f442d2/account_daily_total.csv
syn_b1_p0_240,80,4,data/samples/source_671a9e485d39492e/account_daily_total.csv
syn_b1_p0_241,80,5,data/samples/source_8cef9d1cc8ecc2cc/account_daily_total.csv
syn_b1_p0_242,80,6,data/samples/source_eaa14c555f42d667/account_daily_total.csv
syn_b1_p0_243,80,7,data/samples/source_e553710b7f7e43b3/account_daily_total.csv
syn_b1_p0_244,80,8,data/samples/source_ca424616c64aee3f/account_daily_total.csv
syn_b1_p0_245,81,1,data/samples/source_c9895b631cf60fe8/account_daily_total.csv
syn_b1_p0_246,81,2,data/samples/source_f31c8de96aeea3b3/account_daily_total.csv
syn_b1_p0_247,81,3,data/samples/source_61da4b96ef6abedf/account_daily_total.csv
syn_b1_p0_248,81,4,data/samples/source_c1de9fdf3c034331/account_daily_total.csv
syn_b1_p0_161,81,5,data/samples/source_067db9be5270c15f/account_daily_total.csv
syn_b1_p0_162,81,6,data/samples/source_04db41518d132866/account_daily_total.csv
syn_b1_p0_163,81,7,data/samples/source_51069f12fb987712/account_daily_total.csv
syn_b1_p0_164,81,8,data/samples/source_eb379850a9b7f7c7/account_daily_total.csv
syn_b1_p0_165,82,1,data/samples/source_30511f69d766e7c4/account_daily_total.csv
syn_b1_p0_166,82,2,data/samples/source_15c5c0613d993371/account_daily_total.csv
syn_b1_p0_167,82,3,data/samples/source_610a464b8caf7e6c/account_daily_total.csv
syn_b1_p0_168,82,4,data/samples/source_7de9359cf95c490f/account_daily_total.csv
syn_b1_p0_169,82,5,data/samples/source_fd6aa556033533b8/account_daily_total.csv
syn_b1_p0_170,82,6,data/samples/source_61501e76100bd3db/account_daily_total.csv
syn_b1_p0_171,82,7,data/samples/source_0b2eb6d6139d5e8e/account_daily_total.csv
syn_b1_p0_172,82,8,data/samples/source_0be94fd9fe0206ff/account_daily_total.csv
syn_b1_p0_173,83,1,data/samples/source_02ecf5722551450a/account_daily_total.csv
syn_b1_p0_174,83,2,data/samples/source_1979d0047f6da536/account_daily_total.csv
syn_b1_p0_175,83,3,data/samples/source_3e29b9def3533518/account_daily_total.csv
syn_b1_p0_176,83,4,data/samples/source_523f276e637216f4/account_daily_total.csv
syn_b1_p0_177,83,5,data/samples/source_cc5ba859a3b2550d/account_daily_total.csv
syn_b1_p0_178,83,6,data/samples/source_aa6b8276595d42bf/account_daily_total.csv
syn_b1_p0_179,83,7,data/samples/source_1f74193ae71a37ca/account_daily_total.csv
syn_b1_p0_180,83,8,data/samples/source_24253e982589cc3b/account_daily_total.csv
syn_b1_p0_181,84,1,data/samples/source_1467241b656952fd/account_daily_total.csv
syn_b1_p0_182,84,2,data/samples/source_1f216e40e6d49095/account_daily_total.csv
syn_b1_p0_183,84,3,data/samples/source_bfa03d2660cfaa6d/account_daily_total.csv
syn_b1_p0_184,84,4,data/samples/source_d2ec6aa3f062104a/account_daily_total.csv
syn_b1_p0_185,84,5,data/samples/source_6baaa743cc85b699/account_daily_total.csv
syn_b1_p0_186,84,6,data/samples/source_a25f01ede961a97d/account_daily_total.csv
syn_b1_p0_187,84,7,data/samples/source_4e8ce961e9743cbd/account_daily_total.csv
syn_b1_p0_188,84,8,data/samples/source_6bffcfc532620611/account_daily_total.csv
syn_b1_p0_189,85,1,data/samples/source_008bdea78c846b9a/account_daily_total.csv
syn_b1_p0_190,85,2,data/samples/source_6b027023b36f677d/account_daily_total.csv
syn_b1_p0_191,85,3,data/samples/source_2296e0fa5bba309b/account_daily_total.csv
syn_b1_p0_192,85,4,data/samples/source_982da758304779cb/account_daily_total.csv
syn_b1_p0_193,85,5,data/samples/source_d2050097261657a2/account_daily_total.csv
syn_b1_p0_194,85,6,data/samples/source_6ccf69548dbcad8a/account_daily_total.csv
syn_b1_p0_195,85,7,data/samples/source_32cc2e364edecfe9/account_daily_total.csv
syn_b1_p0_196,85,8,data/samples/source_f13199c68de6adb4/account_daily_total.csv
syn_b1_p0_197,86,1,data/samples/source_40be7709af55bec7/account_daily_total.csv
syn_b1_p0_198,86,2,data/samples/source_e4852a5dc71d0a5a/account_daily_total.csv
syn_b1_p0_199,86,3,data/samples/source_43954207f06db5b5/account_daily_total.csv
syn_b1_p0_200,86,4,data/samples/source_ac27cff02d718d38/account_daily_total.csv
syn_b1_p0_249,86,5,data/samples/source_30c6c56a49700110/account_daily_total.csv
syn_b1_p0_250,86,6,data/samples/source_b9c25599a93425df/account_daily_total.csv
syn_b1_p0_251,86,7,data/samples/source_e27eb993d27372e4/account_daily_total.csv
syn_b1_p0_252,86,8,data/samples/source_d6ccd9c299331b29/account_daily_total.csv
syn_b1_p0_253,87,1,data/samples/source_b9682d8fe9c47f57/account_daily_total.csv
syn_b1_p0_254,87,2,data/samples/source_85d144962fc0a357/account_daily_total.csv
syn_b1_p0_255,87,3,data/samples/source_06a3f4ee511a80f4/account_daily_total.csv
syn_b1_p0_256,87,4,data/samples/source_56da99d0642e1519/account_daily_total.csv
syn_b1_p0_257,87,5,data/samples/source_86225f0d2ecf5063/account_daily_total.csv
syn_b1_p0_258,87,6,data/samples/source_2f873b838cfa8e2f/account_daily_total.csv
syn_b1_p0_259,87,7,data/samples/source_2663b8087fea408b/account_daily_total.csv
syn_b1_p0_260,87,8,data/samples/source_c38c40a21dfde685/account_daily_total.csv
s5_t05_001,88,1,data/samples/source_4b686b0315472892/account_daily_total.csv
s5_t07_001,88,2,data/samples/source_e4c13cef79b1ddc4/account_daily_total.csv
s5_t07_002,88,3,data/samples/source_9867f22f8dbf643d/account_daily_total.csv
s5_t07_004,88,4,data/samples/source_f7aa0ced011fa4fa/account_daily_total.csv
s5_t07_005,88,5,data/samples/source_667686f63b82071e/account_daily_total.csv
s5_t08_001,88,6,data/samples/source_158f0fb43c6d4a82/account_daily_total.csv
s5_t08_002,88,7,data/samples/source_a5f7a77231a6c10b/account_daily_total.csv
s5_t08_003,88,8,data/samples/source_934004eb1dc7e9af/account_daily_total.csv
s5_t09_001,89,1,data/samples/source_8b16705807569e45/account_daily_total.csv
s5_t09_002,89,2,data/samples/source_98be21e0073975b6/account_daily_total.csv
s5_t09_003,89,3,data/samples/source_25564b398406d1d9/account_daily_total.csv
s5_t10_001,89,4,data/samples/source_2766e395958378dd/account_daily_total.csv
s5_t10_002,89,5,data/samples/source_c6895d09479e9f9b/account_daily_total.csv
s5_t11_001,89,6,data/samples/source_77867a8031e4929a/account_daily_total.csv
s5_t11_002,89,7,data/samples/source_fd5f6ced87e22d81/account_daily_total.csv
s5_t11_003,89,8,data/samples/source_91e064e495107707/account_daily_total.csv
s5_t11_004,90,1,data/samples/source_9e9011189fae85df/account_daily_total.csv
s5_t11_005,90,2,data/samples/source_f2079ac47ac02fb2/account_daily_total.csv
s5_t12_001,90,3,data/samples/source_99c267caaef2b05e/account_daily_total.csv
s5_t12_002,90,4,data/samples/source_4f27a617374ace9e/account_daily_total.csv
s5_t12_003,90,5,data/samples/source_efaa99bc05dfb400/account_daily_total.csv
s5_t12_004,90,6,data/samples/source_b4d1d3e43054ec09/account_daily_total.csv
s5_t13_001,90,7,data/samples/source_b8bc41c2a7a5379d/account_daily_total.csv
s5_t13_002,90,8,data/samples/source_867fc5bcf43b0c7c/account_daily_total.csv
s5_t13_003,91,1,data/samples/source_f85122d921eab55f/account_daily_total.csv
s5_t13_004,91,2,data/samples/source_84e76d57f48035df/account_daily_total.csv
s5_t14_001,91,3,data/samples/source_663244ac7a4e493c/account_daily_total.csv
s5_t14_003,91,4,data/samples/source_fba900b7a03f7808/account_daily_total.csv
s5_t15_001,91,5,data/samples/source_4997db2d40548200/account_daily_total.csv
s5_t15_002,91,6,data/samples/source_28cfd37fef472a90/account_daily_total.csv
s5_t16_001,91,7,data/samples/source_2e903e4444c6b6ac/account_daily_total.csv
s5_t16_002,91,8,data/samples/source_35f21915732bc50a/account_daily_total.csv
s5_t17_001,92,1,data/samples/source_87b202465b2aa694/account_daily_total.csv
s5_t17_002,92,2,data/samples/source_9f1229e1f3bc48be/account_daily_total.csv
s5_t18_001,92,3,data/samples/source_9b9b5a8af07a048a/account_daily_total.csv
s5_t18_002,92,4,data/samples/source_a2c666c3797decaf/account_daily_total.csv
s5_t19_001,92,5,data/samples/source_be9696639b5afb53/account_daily_total.csv
s5_t19_002,92,6,data/samples/source_a332b5c57c749455/account_daily_total.csv
s5_t20_001,92,7,data/samples/source_f065fc3a4501d971/account_daily_total.csv
s5_t20_002,92,8,data/samples/source_df5c47097366568f/account_daily_total.csv
s5_t21_001,93,1,data/samples/source_5f3d84e376cb4a5a/account_daily_total.csv
s5_t21_002,93,2,data/samples/source_f7524a48e5e5e036/account_daily_total.csv
s5_t22_001,93,3,data/samples/source_037a4c109eed2c68/account_daily_total.csv
s5_t24_001,93,4,data/samples/source_3c1ee5a480fd08b5/account_daily_total.csv
s5_t03_001,93,5,data/samples/source_d55b97381cfa110a/account_daily_total.csv
s5_t03_002,93,6,data/samples/source_9ee3b55d4bbe3d49/account_daily_total.csv
s5_t03_003,93,7,data/samples/source_bdd4e23cac2825c7/account_daily_total.csv
s5_t03_004,93,8,data/samples/source_50e7c0cba517991f/account_daily_total.csv
s5_t03_005,94,1,data/samples/source_3dd5e96c2a700920/account_daily_total.csv
s5_t03_006,94,2,data/samples/source_d07955fdc22b66a7/account_daily_total.csv
s5_t03_007,94,3,data/samples/source_a00a578e54d3f2d7/account_daily_total.csv
s5_t03_008,94,4,data/samples/source_0a6f69fd244598a0/account_daily_total.csv
s5_t03_009,94,5,data/samples/source_9886d4f9eb1fff48/account_daily_total.csv
s5_t03_010,94,6,data/samples/source_d23523da802d78d9/account_daily_total.csv
s5_t04_001,94,7,data/samples/source_eb81521041e07cef/account_daily_total.csv
s5_t04_002,94,8,data/samples/source_cbf7a9ea1f83f75c/account_daily_total.csv
s5_t04_003,95,1,data/samples/source_e56614c7798c26be/account_daily_total.csv
s5_t04_004,95,2,data/samples/source_20472d94771d731a/account_daily_total.csv
s5_t04_005,95,3,data/samples/source_b27a29cb9478d0d5/account_daily_total.csv
s5_t04_006,95,4,data/samples/source_c8264fa1f3030212/account_daily_total.csv
s5_t04_007,95,5,data/samples/source_fbe85856b3974299/account_daily_total.csv
s5_t04_008,95,6,data/samples/source_f19636e6e1ec4833/account_daily_total.csv
s5_t01_001,95,7,data/samples/source_4d56793729a681e9/account_daily_total.csv
s5_t01_002,95,8,data/samples/source_2142784f20c938d4/account_daily_total.csv
s5_t01_003,96,1,data/samples/source_b204a144b1e095ae/account_daily_total.csv
s5_t01_004,96,2,data/samples/source_7e8da4c6c3f43ad4/account_daily_total.csv
s5_t01_006,96,3,data/samples/source_ab002ad964b97366/account_daily_total.csv
s5_t01_008,96,4,data/samples/source_cff4be6e98f3a255/account_daily_total.csv
s5_t01_009,96,5,data/samples/source_e65899f218c38891/account_daily_total.csv
s5_t01_010,96,6,data/samples/source_c70fdc903a8f66ee/account_daily_total.csv
s5_t01_012,96,7,data/samples/source_f97b856b2a8175a8/account_daily_total.csv
s5_t02_001,96,8,data/samples/source_fcb0be4dd6847db1/account_daily_total.csv
s5_t02_002,97,1,data/samples/source_4cc24ca0dc64e1ca/account_daily_total.csv
s5_t02_003,97,2,data/samples/source_719cc257fa7348df/account_daily_total.csv
s5_t02_004,97,3,data/samples/source_68b3020e3edd5580/account_daily_total.csv
s5_t02_005,97,4,data/samples/source_41a4b2c6892b6941/account_daily_total.csv
s5_t02_006,97,5,data/samples/source_be1440f037e816bb/account_daily_total.csv
s5_t02_007,97,6,data/samples/source_71e2f18428087112/account_daily_total.csv
s5_t02_008,97,7,data/samples/source_4ad4dcaa5f3b85f3/account_daily_total.csv
s5_t02_009,97,8,data/samples/source_a1cf965700ed49b2/account_daily_total.csv
s5_t02_010,98,1,data/samples/source_e42a8869eba7edff/account_daily_total.csv
s5v2_t05_long_down_001,98,2,data/samples/source_c31c8c7ac94f937b/account_daily_total.csv
s5v2_t07_long_u_001,98,3,data/samples/source_24b2b1aeb2122cf3/account_daily_total.csv
s5v2_t11_long_peak_001,98,4,data/samples/source_a088accb65c6aca0/account_daily_total.csv
